FILES,width,height,file_size,region_count,region_id,region_shape_attributes,region_attributes,class_name,box_height,box_width,box_y,box_x,CX,CY,w/bw,h/bh
image_file_135.jpg,1600,1167,208727,2,0,"{""name"":""rect"",""x"":727,""y"":451,""width"":806,""height"":512}","{""class_name"":""Boot""}",boot,512,806,451,727,1130.0,707.0,0.50375,0.4387317909168809
image_file_135.jpg,1600,1167,208727,2,1,"{""name"":""rect"",""x"":8,""y"":318,""width"":664,""height"":749}","{""class_name"":""Hard_Hat""}",hard_hat,749,664,318,8,340.0,692.5,0.415,0.6418166238217652
image_file_16.jpg,253,199,12396,18,0,"{""name"":""rect"",""x"":76,""y"":27,""width"":23,""height"":13}","{""class_name"":""Hard_Hat""}",hard_hat,13,23,27,76,87.5,33.5,0.09090909090909091,0.06532663316582915
image_file_16.jpg,253,199,12396,18,1,"{""name"":""rect"",""x"":75,""y"":48,""width"":31,""height"":51}","{""class_name"":""Vest""}",vest,51,31,48,75,90.5,73.5,0.1225296442687747,0.2562814070351759
image_file_16.jpg,253,199,12396,18,2,"{""name"":""rect"",""x"":54,""y"":56,""width"":12,""height"":21}","{""class_name"":""Vest""}",vest,21,12,56,54,60.0,66.5,0.04743083003952569,0.10552763819095477
image_file_16.jpg,253,199,12396,18,3,"{""name"":""rect"",""x"":59,""y"":42,""width"":9,""height"":6}","{""class_name"":""Hard_Hat""}",hard_hat,6,9,42,59,63.5,45.0,0.03557312252964427,0.03015075376884422
image_file_16.jpg,253,199,12396,18,4,"{""name"":""rect"",""x"":173,""y"":30,""width"":8,""height"":7}","{""class_name"":""Hard_Hat""}",hard_hat,7,8,30,173,177.0,33.5,0.03162055335968379,0.035175879396984924
image_file_16.jpg,253,199,12396,18,5,"{""name"":""rect"",""x"":169,""y"":44,""width"":21,""height"":25}","{""class_name"":""Vest""}",vest,25,21,44,169,179.5,56.5,0.08300395256916997,0.12562814070351758
image_file_16.jpg,253,199,12396,18,6,"{""name"":""rect"",""x"":199,""y"":42,""width"":17,""height"":20}","{""class_name"":""Vest""}",vest,20,17,42,199,207.5,52.0,0.06719367588932806,0.10050251256281408
image_file_16.jpg,253,199,12396,18,7,"{""name"":""rect"",""x"":206,""y"":28,""width"":11,""height"":9}","{""class_name"":""Hard_Hat""}",hard_hat,9,11,28,206,211.5,32.5,0.043478260869565216,0.04522613065326633
image_file_16.jpg,253,199,12396,18,8,"{""name"":""rect"",""x"":54,""y"":117,""width"":13,""height"":10}","{""class_name"":""Hard_Hat""}",hard_hat,10,13,117,54,60.5,122.0,0.05138339920948617,0.05025125628140704
image_file_16.jpg,253,199,12396,18,9,"{""name"":""rect"",""x"":49,""y"":135,""width"":21,""height"":21}","{""class_name"":""Vest""}",vest,21,21,135,49,59.5,145.5,0.08300395256916997,0.10552763819095477
image_file_16.jpg,253,199,12396,18,10,"{""name"":""rect"",""x"":157,""y"":142,""width"":15,""height"":13}","{""class_name"":""Vest""}",vest,13,15,142,157,164.5,148.5,0.05928853754940711,0.06532663316582915
image_file_16.jpg,253,199,12396,18,11,"{""name"":""rect"",""x"":162,""y"":134,""width"":6,""height"":4}","{""class_name"":""Hard_Hat""}",hard_hat,4,6,134,162,165.0,136.0,0.023715415019762844,0.020100502512562814
image_file_16.jpg,253,199,12396,18,12,"{""name"":""rect"",""x"":199,""y"":144,""width"":20,""height"":29}","{""class_name"":""Vest""}",vest,29,20,144,199,209.0,158.5,0.07905138339920949,0.1457286432160804
image_file_16.jpg,253,199,12396,18,13,"{""name"":""rect"",""x"":199,""y"":130,""width"":13,""height"":7}","{""class_name"":""Hard_Hat""}",hard_hat,7,13,130,199,205.5,133.5,0.05138339920948617,0.035175879396984924
image_file_16.jpg,253,199,12396,18,14,"{""name"":""rect"",""x"":174,""y"":134,""width"":5,""height"":4}","{""class_name"":""Hard_Hat""}",hard_hat,4,5,134,174,176.5,136.0,0.019762845849802372,0.020100502512562814
image_file_16.jpg,253,199,12396,18,15,"{""name"":""rect"",""x"":186,""y"":135,""width"":6,""height"":3}","{""class_name"":""Hard_Hat""}",hard_hat,3,6,135,186,189.0,136.5,0.023715415019762844,0.01507537688442211
image_file_16.jpg,253,199,12396,18,16,"{""name"":""rect"",""x"":174,""y"":142,""width"":7,""height"":9}","{""class_name"":""Vest""}",vest,9,7,142,174,177.5,146.5,0.02766798418972332,0.04522613065326633
image_file_16.jpg,253,199,12396,18,17,"{""name"":""rect"",""x"":186,""y"":139,""width"":9,""height"":10}","{""class_name"":""Vest""}",vest,10,9,139,186,190.5,144.0,0.03557312252964427,0.05025125628140704
image_file_98.jpg,275,183,9922,6,0,"{""name"":""rect"",""x"":102,""y"":132,""width"":29,""height"":19}","{""class_name"":""Boot""}",boot,19,29,132,102,116.5,141.5,0.10545454545454545,0.10382513661202186
image_file_98.jpg,275,183,9922,6,1,"{""name"":""rect"",""x"":161,""y"":154,""width"":34,""height"":13}","{""class_name"":""Boot""}",boot,13,34,154,161,178.0,160.5,0.12363636363636364,0.07103825136612021
image_file_98.jpg,275,183,9922,6,2,"{""name"":""rect"",""x"":220,""y"":78,""width"":6,""height"":7}","{""class_name"":""Boot""}",boot,7,6,78,220,223.0,81.5,0.02181818181818182,0.03825136612021858
image_file_98.jpg,275,183,9922,6,3,"{""name"":""rect"",""x"":229,""y"":79,""width"":5,""height"":5}","{""class_name"":""Boot""}",boot,5,5,79,229,231.5,81.5,0.01818181818181818,0.0273224043715847
image_file_98.jpg,275,183,9922,6,4,"{""name"":""rect"",""x"":237,""y"":84,""width"":6,""height"":2}","{""class_name"":""Boot""}",boot,2,6,84,237,240.0,85.0,0.02181818181818182,0.01092896174863388
image_file_98.jpg,275,183,9922,6,5,"{""name"":""rect"",""x"":245,""y"":83,""width"":6,""height"":5}","{""class_name"":""Boot""}",boot,5,6,83,245,248.0,85.5,0.02181818181818182,0.0273224043715847
image_file_159.jpg,286,176,12975,2,0,"{""name"":""rect"",""x"":150,""y"":50,""width"":29,""height"":20}","{""class_name"":""Hard_Hat""}",hard_hat,20,29,50,150,164.5,60.0,0.10139860139860139,0.11363636363636363
image_file_159.jpg,286,176,12975,2,1,"{""name"":""rect"",""x"":180,""y"":40,""width"":31,""height"":13}","{""class_name"":""Hard_Hat""}",hard_hat,13,31,40,180,195.5,46.5,0.10839160839160839,0.07386363636363637
image_file_17.jpg,187,269,9139,5,0,"{""name"":""rect"",""x"":72,""y"":45,""width"":37,""height"":40}","{""class_name"":""Hard_Hat""}",hard_hat,40,37,45,72,90.5,65.0,0.19786096256684493,0.14869888475836432
image_file_17.jpg,187,269,9139,5,1,"{""name"":""rect"",""x"":139,""y"":19,""width"":35,""height"":22}","{""class_name"":""Hard_Hat""}",hard_hat,22,35,19,139,156.5,30.0,0.18716577540106952,0.08178438661710037
image_file_17.jpg,187,269,9139,5,2,"{""name"":""rect"",""x"":144,""y"":174,""width"":35,""height"":66}","{""class_name"":""Boot""}",boot,66,35,174,144,161.5,207.0,0.18716577540106952,0.24535315985130113
image_file_17.jpg,187,269,9139,5,3,"{""name"":""rect"",""x"":100,""y"":173,""width"":30,""height"":66}","{""class_name"":""Boot""}",boot,66,30,173,100,115.0,206.0,0.16042780748663102,0.24535315985130113
image_file_17.jpg,187,269,9139,5,4,"{""name"":""rect"",""x"":4,""y"":176,""width"":33,""height"":61}","{""class_name"":""Boot""}",boot,61,33,176,4,20.5,206.5,0.17647058823529413,0.22676579925650558
image_file_37.jpg,264,191,9941,5,0,"{""name"":""rect"",""x"":15,""y"":120,""width"":94,""height"":69}","{""class_name"":""Boot""}",boot,69,94,120,15,62.0,154.5,0.3560606060606061,0.3612565445026178
image_file_37.jpg,264,191,9941,5,1,"{""name"":""rect"",""x"":67,""y"":105,""width"":87,""height"":72}","{""class_name"":""Boot""}",boot,72,87,105,67,110.5,141.0,0.32954545454545453,0.3769633507853403
image_file_37.jpg,264,191,9941,5,2,"{""name"":""rect"",""x"":109,""y"":111,""width"":63,""height"":56}","{""class_name"":""Boot""}",boot,56,63,111,109,140.5,139.0,0.23863636363636365,0.2931937172774869
image_file_37.jpg,264,191,9941,5,3,"{""name"":""rect"",""x"":145,""y"":106,""width"":81,""height"":53}","{""class_name"":""Boot""}",boot,53,81,106,145,185.5,132.5,0.3068181818181818,0.2774869109947644
image_file_37.jpg,264,191,9941,5,4,"{""name"":""rect"",""x"":176,""y"":92,""width"":74,""height"":48}","{""class_name"":""Boot""}",boot,48,74,92,176,213.0,116.0,0.2803030303030303,0.2513089005235602
image_file_34.jpg,190,266,11063,2,0,"{""name"":""rect"",""x"":10,""y"":122,""width"":76,""height"":134}","{""class_name"":""Boot""}",boot,134,76,122,10,48.0,189.0,0.4,0.5037593984962406
image_file_34.jpg,190,266,11063,2,1,"{""name"":""rect"",""x"":95,""y"":1,""width"":44,""height"":18}","{""class_name"":""Hard_Hat""}",hard_hat,18,44,1,95,117.0,10.0,0.23157894736842105,0.06766917293233082
image_file_102.jpg,275,183,11582,2,0,"{""name"":""rect"",""x"":2,""y"":122,""width"":62,""height"":57}","{""class_name"":""Boot""}",boot,57,62,122,2,33.0,150.5,0.22545454545454546,0.3114754098360656
image_file_102.jpg,275,183,11582,2,1,"{""name"":""rect"",""x"":119,""y"":50,""width"":57,""height"":39}","{""class_name"":""Hard_Hat""}",hard_hat,39,57,50,119,147.5,69.5,0.20727272727272728,0.21311475409836064
image_file_137.jpg,275,183,10495,3,0,"{""name"":""rect"",""x"":119,""y"":51,""width"":25,""height"":17}","{""class_name"":""Hard_Hat""}",hard_hat,17,25,51,119,131.5,59.5,0.09090909090909091,0.09289617486338798
image_file_137.jpg,275,183,10495,3,1,"{""name"":""rect"",""x"":190,""y"":128,""width"":35,""height"":37}","{""class_name"":""Boot""}",boot,37,35,128,190,207.5,146.5,0.12727272727272726,0.20218579234972678
image_file_137.jpg,275,183,10495,3,2,"{""name"":""rect"",""x"":214,""y"":132,""width"":18,""height"":17}","{""class_name"":""Boot""}",boot,17,18,132,214,223.0,140.5,0.06545454545454546,0.09289617486338798
image_file_48.jpg,275,183,7095,4,0,"{""name"":""rect"",""x"":165,""y"":132,""width"":34,""height"":26}","{""class_name"":""Boot""}",boot,26,34,132,165,182.0,145.0,0.12363636363636364,0.14207650273224043
image_file_48.jpg,275,183,7095,4,1,"{""name"":""rect"",""x"":208,""y"":120,""width"":24,""height"":40}","{""class_name"":""Boot""}",boot,40,24,120,208,220.0,140.0,0.08727272727272728,0.2185792349726776
image_file_48.jpg,275,183,7095,4,2,"{""name"":""rect"",""x"":158,""y"":23,""width"":32,""height"":16}","{""class_name"":""Hard_Hat""}",hard_hat,16,32,23,158,174.0,31.0,0.11636363636363636,0.08743169398907104
image_file_48.jpg,275,183,7095,4,3,"{""name"":""rect"",""x"":157,""y"":55,""width"":51,""height"":46}","{""class_name"":""Vest""}",vest,46,51,55,157,182.5,78.0,0.18545454545454546,0.25136612021857924
image_file_95.jpg,272,185,16149,2,0,"{""name"":""rect"",""x"":67,""y"":42,""width"":114,""height"":130}","{""class_name"":""Boot""}",boot,130,114,42,67,124.0,107.0,0.41911764705882354,0.7027027027027027
image_file_95.jpg,272,185,16149,2,1,"{""name"":""rect"",""x"":145,""y"":33,""width"":95,""height"":65}","{""class_name"":""Boot""}",boot,65,95,33,145,192.5,65.5,0.3492647058823529,0.35135135135135137
image_file_74.jpg,300,168,12336,2,0,"{""name"":""rect"",""x"":121,""y"":41,""width"":21,""height"":27}","{""class_name"":""Hard_Hat""}",hard_hat,27,21,41,121,131.5,54.5,0.07,0.16071428571428573
image_file_74.jpg,300,168,12336,2,1,"{""name"":""rect"",""x"":211,""y"":45,""width"":12,""height"":9}","{""class_name"":""Hard_Hat""}",hard_hat,9,12,45,211,217.0,49.5,0.04,0.05357142857142857
image_file_41.jpg,291,173,14965,6,0,"{""name"":""rect"",""x"":20,""y"":19,""width"":49,""height"":22}","{""class_name"":""Hard_Hat""}",hard_hat,22,49,19,20,44.5,30.0,0.16838487972508592,0.12716763005780346
image_file_41.jpg,291,173,14965,6,1,"{""name"":""rect"",""x"":128,""y"":19,""width"":43,""height"":25}","{""class_name"":""Hard_Hat""}",hard_hat,25,43,19,128,149.5,31.5,0.14776632302405499,0.14450867052023122
image_file_41.jpg,291,173,14965,6,2,"{""name"":""rect"",""x"":184,""y"":8,""width"":50,""height"":26}","{""class_name"":""Hard_Hat""}",hard_hat,26,50,8,184,209.0,21.0,0.1718213058419244,0.15028901734104047
image_file_41.jpg,291,173,14965,6,3,"{""name"":""rect"",""x"":18,""y"":71,""width"":69,""height"":57}","{""class_name"":""Vest""}",vest,57,69,71,18,52.5,99.5,0.23711340206185566,0.32947976878612717
image_file_41.jpg,291,173,14965,6,4,"{""name"":""rect"",""x"":113,""y"":62,""width"":56,""height"":78}","{""class_name"":""Vest""}",vest,78,56,62,113,141.0,101.0,0.19243986254295534,0.4508670520231214
image_file_41.jpg,291,173,14965,6,5,"{""name"":""rect"",""x"":179,""y"":62,""width"":78,""height"":81}","{""class_name"":""Vest""}",vest,81,78,62,179,218.0,102.5,0.26804123711340205,0.4682080924855491
image_file_131.jpg,275,183,5327,2,0,"{""name"":""rect"",""x"":34,""y"":29,""width"":60,""height"":25}","{""class_name"":""Hard_Hat""}",hard_hat,25,60,29,34,64.0,41.5,0.21818181818181817,0.1366120218579235
image_file_131.jpg,275,183,5327,2,1,"{""name"":""rect"",""x"":4,""y"":88,""width"":83,""height"":92}","{""class_name"":""Vest""}",vest,92,83,88,4,45.5,134.0,0.3018181818181818,0.5027322404371585
image_file_130.jpg,800,445,134159,11,0,"{""name"":""rect"",""x"":98,""y"":5,""width"":95,""height"":75}","{""class_name"":""Hard_Hat""}",hard_hat,75,95,5,98,145.5,42.5,0.11875,0.16853932584269662
image_file_130.jpg,800,445,134159,11,1,"{""name"":""rect"",""x"":268,""y"":33,""width"":28,""height"":51}","{""class_name"":""Hard_Hat""}",hard_hat,51,28,33,268,282.0,58.5,0.035,0.1146067415730337
image_file_130.jpg,800,445,134159,11,2,"{""name"":""rect"",""x"":311,""y"":5,""width"":100,""height"":89}","{""class_name"":""Hard_Hat""}",hard_hat,89,100,5,311,361.0,49.5,0.125,0.2
image_file_130.jpg,800,445,134159,11,3,"{""name"":""rect"",""x"":275,""y"":175,""width"":22,""height"":19}","{""class_name"":""Boot""}",boot,19,22,175,275,286.0,184.5,0.0275,0.04269662921348315
image_file_130.jpg,800,445,134159,11,4,"{""name"":""rect"",""x"":9,""y"":279,""width"":74,""height"":67}","{""class_name"":""Boot""}",boot,67,74,279,9,46.0,312.5,0.0925,0.15056179775280898
image_file_130.jpg,800,445,134159,11,5,"{""name"":""rect"",""x"":86,""y"":294,""width"":81,""height"":29}","{""class_name"":""Boot""}",boot,29,81,294,86,126.5,308.5,0.10125,0.0651685393258427
image_file_130.jpg,800,445,134159,11,6,"{""name"":""rect"",""x"":405,""y"":349,""width"":72,""height"":37}","{""class_name"":""Boot""}",boot,37,72,349,405,441.0,367.5,0.09,0.08314606741573034
image_file_130.jpg,800,445,134159,11,7,"{""name"":""rect"",""x"":446,""y"":366,""width"":78,""height"":73}","{""class_name"":""Boot""}",boot,73,78,366,446,485.0,402.5,0.0975,0.16404494382022472
image_file_130.jpg,800,445,134159,11,8,"{""name"":""rect"",""x"":208,""y"":176,""width"":14,""height"":20}","{""class_name"":""Boot""}",boot,20,14,176,208,215.0,186.0,0.0175,0.0449438202247191
image_file_130.jpg,800,445,134159,11,9,"{""name"":""rect"",""x"":578,""y"":22,""width"":221,""height"":186}","{""class_name"":""Boot""}",boot,186,221,22,578,688.5,115.0,0.27625,0.41797752808988764
image_file_130.jpg,800,445,134159,11,10,"{""name"":""rect"",""x"":583,""y"":221,""width"":211,""height"":208}","{""class_name"":""Boot""}",boot,208,211,221,583,688.5,325.0,0.26375,0.46741573033707867
image_file_136.jpg,327,154,11597,2,0,"{""name"":""rect"",""x"":129,""y"":3,""width"":93,""height"":37}","{""class_name"":""Hard_Hat""}",hard_hat,37,93,3,129,175.5,21.5,0.28440366972477066,0.24025974025974026
image_file_136.jpg,327,154,11597,2,1,"{""name"":""rect"",""x"":119,""y"":88,""width"":126,""height"":61}","{""class_name"":""Vest""}",vest,61,126,88,119,182.0,118.5,0.3853211009174312,0.3961038961038961
image_file_58.jpg,340,148,11085,2,0,"{""name"":""rect"",""x"":133,""y"":18,""width"":29,""height"":22}","{""class_name"":""Hard_Hat""}",hard_hat,22,29,18,133,147.5,29.0,0.08529411764705883,0.14864864864864866
image_file_58.jpg,340,148,11085,2,1,"{""name"":""rect"",""x"":149,""y"":122,""width"":34,""height"":12}","{""class_name"":""Boot""}",boot,12,34,122,149,166.0,128.0,0.1,0.08108108108108109
image_file_123.jpg,191,263,13651,4,0,"{""name"":""rect"",""x"":88,""y"":2,""width"":50,""height"":28}","{""class_name"":""Hard_Hat""}",hard_hat,28,50,2,88,113.0,16.0,0.2617801047120419,0.10646387832699619
image_file_123.jpg,191,263,13651,4,1,"{""name"":""rect"",""x"":60,""y"":51,""width"":72,""height"":98}","{""class_name"":""Vest""}",vest,98,72,51,60,96.0,100.0,0.3769633507853403,0.3726235741444867
image_file_123.jpg,191,263,13651,4,2,"{""name"":""rect"",""x"":147,""y"":33,""width"":43,""height"":30}","{""class_name"":""Hard_Hat""}",hard_hat,30,43,33,147,168.5,48.0,0.225130890052356,0.11406844106463879
image_file_123.jpg,191,263,13651,4,3,"{""name"":""rect"",""x"":138,""y"":79,""width"":50,""height"":88}","{""class_name"":""Vest""}",vest,88,50,79,138,163.0,123.0,0.2617801047120419,0.33460076045627374
image_file_42.jpg,275,183,9772,24,0,"{""name"":""rect"",""x"":3,""y"":145,""width"":16,""height"":19}","{""class_name"":""Boot""}",boot,19,16,145,3,11.0,154.5,0.05818181818181818,0.10382513661202186
image_file_42.jpg,275,183,9772,24,1,"{""name"":""rect"",""x"":26,""y"":145,""width"":20,""height"":13}","{""class_name"":""Boot""}",boot,13,20,145,26,36.0,151.5,0.07272727272727272,0.07103825136612021
image_file_42.jpg,275,183,9772,24,2,"{""name"":""rect"",""x"":17,""y"":23,""width"":24,""height"":11}","{""class_name"":""Hard_Hat""}",hard_hat,11,24,23,17,29.0,28.5,0.08727272727272728,0.060109289617486336
image_file_42.jpg,275,183,9772,24,3,"{""name"":""rect"",""x"":14,""y"":49,""width"":37,""height"":53}","{""class_name"":""Vest""}",vest,53,37,49,14,32.5,75.5,0.13454545454545455,0.2896174863387978
image_file_42.jpg,275,183,9772,24,4,"{""name"":""rect"",""x"":132,""y"":37,""width"":38,""height"":65}","{""class_name"":""Vest""}",vest,65,38,37,132,151.0,69.5,0.13818181818181818,0.3551912568306011
image_file_42.jpg,275,183,9772,24,5,"{""name"":""rect"",""x"":145,""y"":5,""width"":28,""height"":21}","{""class_name"":""Hard_Hat""}",hard_hat,21,28,5,145,159.0,15.5,0.10181818181818182,0.11475409836065574
